CIDADE;UF_CIDADE;TIPO
Barra do Grota (Araguaína);TO;Povoado
Barra do Guarita;RS;
Barra do Ingá (Acopiara);CE;Distrito
Barra do Jacaré;PR;
Barra do Jacuípe (Camaçari);BA;Povoado
Barra do Jardim (Agrestina);PE;Distrito
Barra do Mendes;BA;
Barra do Ouro;TO;
Barra do Ouro (Maquiné);RS;Distrito
Barra do Piraí;RJ;
Barra do Pojuca (Camaçari);BA;Povoado
Barra do Quaraí;RS;
Barra do Riachão (São Joaquim do Monte);PE;Distrito
Barra do Ribeiro;RS;
Barra do Rio Azul;RS;
Barra do Rocha;BA;
Barra do Sirinhaém (Sirinhaém);PE;Distrito
Barra do Sotero (Croatá);CE;Distrito
Barra do Tarrachil (Chorrochó);BA;Distrito
Barra do Turvo;SP;
Barra dos Coqueiros;SE;
Barra Dourada (Neves Paulista);SP;Distrito
Barra Feliz (Santa Bárbara);MG;Distrito
Barra Fria (Erval Velho);SC;Distrito
Barra Funda;RS;
Barra Grande (Faxinal dos Guedes);SC;Distrito
Barra Grande (Itapejara d'Oeste);PR;Distrito
Barra Grande (Maragogi);AL;Distrito
Barra Grande (Planalto);PR;Distrito
Barra Grande (Ponta Grossa);PR;Povoado
Barra Grande (Vera Cruz);BA;Distrito
Barra Longa;MG;
Barra Mansa;RJ;
Barra Nova (Redenção);CE;Distrito
Barra Nova (Tauá);CE;Distrito
Barra Santa Salete (Manoel Ribas);PR;Distrito
Barra Seca (Jaguaré);ES;Distrito
Barra Seca (São Francisco de Itabapoana);RJ;Distrito
Barra Velha;SC;
Barracas (Capela);SE;Distrito
Barracas (Ponto Novo);BA;Distrito
Barracão;PR;
Barracão;RS;
Barragem do Itu (Manoel Viana);RS;Distrito
Barras;PI;
Barreira;CE;
Barreira Branca (Santa Maria das Barreiras);PA;Distrito
Barreira dos Campos (Santana do Araguaia);PA;Povoado
Barreira dos Vianas (Aracati);CE;Distrito
Barreiras;BA;
Barreiras (Coruripe);AL;Povoado
Barreiras (Iguatu);CE;Distrito
Barreiras (Itaituba);PA;Povoado
Barreiras do Piauí;PI;
Barreirinha;AM;
Barreirinhas;MA;
Barreirinho (Sarandi);RS;Distrito
Barreiro (Cascavel);PR;Povoado
Barreiro (Guarapuava);PR;Povoado
Barreiro (Ijuí);RS;Distrito
Barreiro (Ortigueira);PR;Distrito
Barreiro Branco (Catuti);MG;Distrito
Barreiro da Raiz (Janaúba);MG;Distrito
Barreiros;PE;
Barreiros (Apucarana);PR;Povoado
Barreiros (Monsenhor Tabosa);CE;Distrito
Barreiros (Potengi);CE;Distrito
Barreiros (Riachão do Jacuípe);BA;Distrito
Barreiros (São Benedito);CE;Distrito
Barrento (Itapipoca);CE;Distrito
Barretos;SP;
Barretos (Capão Bonito do Sul);RS;Distrito
Barretos de Alvinópolis (Alvinópolis);MG;Distrito
Barrinha;SP;
Barrinha (Castro);PR;Povoado
Barrinha (Saboeiro);CE;Distrito
Barrinha (Seberi);RS;Distrito
Barrinha (Três de Maio);RS;Distrito
Barro;CE;
Barro Alto;BA;
Barro Alto;GO;
Barro Alto (Iguatu);CE;Distrito
Barro Branco (Lauro Müller);SC;Distrito
Barro Duro;PI;
Barro Duro (Tutóia);MA;Distrito
Barro Preto;BA;
Barro Preto (Ajuricaba);RS;Distrito
Barro Preto (Cascavel);PR;Povoado
Barro Preto (Londrina);PR;Povoado
Barro Preto (São José dos Pinhais);PR;Povoado
Barro Vermelho (Cachoeira do Sul);RS;Distrito
Barro Vermelho (Curaçá);BA;Distrito
Barro Vermelho (Gravataí);RS;Distrito
Barro Vermelho (Junqueiro);AL;Distrito
Barrocas;BA;
Barrocão (Grão Mogol);MG;Distrito
Barrocão (Ribeira do Pombal);BA;Povoado
Barrolândia;TO;
Barrolândia (Belmonte);BA;Povoado
Barroquinha;CE;
Barros Cassal;RS;
Barroso;MG;
Barrânia (Caconde);SP;Distrito
Barueri;SP;
Barão;RS;
Barão Ataliba Nogueira (Itapira);SP;Distrito
Barão de Antonina;SP;
Barão de Aquiraz (Campos Sales);CE;Distrito
Barão de Cocais;MG;
Barão de Cotegipe;RS;
Barão de Grajaú;MA;
Barão de Juparana (Valença);RJ;Distrito
Barão de Lucena (Nova Esperança);PR;Distrito
Barão de Melgaço;MT;
Barão de Monte Alto;MG;
Barão de Serra Branca (Santana do Matos);RN;Distrito
Barão de Tromai (Cândido Mendes);MA;Distrito
Barão do Triunfo;RS;
Bastião (Boninal);BA;Distrito
Bastiões (Iracema);CE;Distrito
Bastos;SP;
Basílio (Herval);RS;Distrito
Bataguassu;MS;
Batalha;AL;
Batalha;PI;
Batatais;SP;
Batatal (Itaocara);RJ;Distrito
Batateira (Belém de Maria);PE;Distrito
Batatuba (Piracaia);SP;Distrito
Batayporã;MS;
Bate Pé (Vitória da Conquista);BA;Distrito
Bateias (Campo Largo);PR;Distrito
Bateias de Baixo (Campo Alegre);SC;Distrito
Batinga (Itanhém);BA;Distrito
Batista Botelho (Óleo);SP;Distrito
Batovi (Tesouro);MT;Distrito
Batovira (Progresso);RS;Distrito
Baturité;CE;
Baturité (Afuá);PA;Distrito
Baulândia (Renascença);PR;Distrito
Baunilha (Colatina);ES;Distrito
Bauru;SP;
Bauxi (Rosário Oeste);MT;Distrito
Bayeux;PB;
Bação (Itabirito);MG;Distrito
Baía da Traição;PB;
Baía Formosa;RN;
Baú (Candiota);RS;Distrito
Baú (Estrela do Indaiá);MG;Distrito
Baú (Guaiúba);CE;Distrito
Baú (Iguatu);CE;Distrito
Baús (Acorizal);MT;Distrito
Baús (Costa Rica);MS;Distrito
Bebedouro;SP;
Bebelândia (Santa Rita);PB;Povoado
Beberibe;CE;
Bebida Velha (Pureza);RN;Povoado
Beja (Abaetetuba);PA;Distrito
Bel Rios (Diamantino);MT;Distrito
Bela Alvorada (Paraíso das Águas);MS;Distrito
Bela Cruz;CE;
Bela Flor (Catu);BA;Distrito
Bela Floresta (Pereira Barreto);SP;Distrito
Bela Vista;MS;
Bela Vista (Campos Novos);SC;Distrito
Bela Vista (Cariús);CE;Distrito
Bela Vista (Crato);CE;Distrito
Bela Vista (Guaraniaçu);PR;Distrito
Bela Vista (Itapipoca);CE;Distrito
Bela Vista (Machadinho);RS;Distrito
Bela Vista (Manoel Ribas);PR;Povoado
Bela Vista (Passo Fundo);RS;Distrito
Bela Vista (Segredo);RS;Distrito
Bela Vista (Sátiro Dias);BA;Distrito
Bela Vista (Três Passos);RS;Distrito
Bela Vista (Vacaria);RS;Distrito
Bela Vista da Caroba;PR;
Bela Vista de Goiás;GO;
Bela Vista do Caracol (Itaituba);PA;Povoado
Bela Vista do Fão (Marques de Souza);RS;Distrito
Bela Vista do Ivaí (Fênix);PR;Distrito
Bela Vista do Maranhão;MA;
Bela Vista do Paraíso;PR;
Bela Vista do Piauí;PI;
Bela Vista do Piquiri (Campina da Lagoa);PR;Distrito
Bela Vista do Sul (Mafra);SC;Distrito
Bela Vista do Tapiracui (Tapejara);PR;Distrito
Bela Vista do Toldo;SC;
Belford Roxo;RJ;
Belisário (Muriaé);MG;Distrito
Belmiro Braga;MG;
Belmonte;BA;
Belmonte;SC;
Belmonte (Crato);CE;Distrito
Belo Campo;BA;
Belo Campo (América Dourada);BA;Distrito
Belo Horizonte;MG;
Belo Horizonte (Bento Fernandes);RN;Distrito
Belo Jardim;PE;
Belo Monte;AL;
Belo Monte (Novo Repartimento);PA;Distrito
Belo Oriente;MG;
Belo Vale;MG;
Belterra;PA;
Beltrão (Corinto);MG;Distrito
Beluno (São Francisco de Assis);RS;Distrito
Belágua;MA;
Belém;AL;
Belém;PA;
Belém;PB;
Belém (Quixeramobim);CE;Distrito
Belém da Cachoeira (Cachoeira);BA;Distrito
Belém de Maria;PE;
Belém de Solimões (Tabatinga);AM;Povoado
Belém do Brejo do Cruz;PB;
Belém do Piauí;PI;
Belém do São Francisco;PE;
Bem-Bom (Casa Nova);BA;Distrito
Bemposta (Três Rios);RJ;Distrito
Bendegó (Canudos);BA;Distrito
Beneditinos;PI;
Benedito Leite;MA;
Benedito Novo;SC;
Benevides;PA;
Benfica (Benevides);PA;Distrito
Bengalas (Passira);PE;Distrito
Benjamin Constant;AM;
Benjamin Constant do Sul;RS;
Bentivi (Bonito);PE;Distrito
Bento de Abreu;SP;
Bento Fernandes;RN;
Bento Gonçalves;RS;
Bento Simões (Irará);BA;Distrito
Bentópolis (Guaraci);PR;Distrito
Bentópolis de Minas (Ubaí);MG;Distrito
Bequimão;MA;
Berilo;MG;
Berizal;MG;
Bernardelli (Rondon);PR;Distrito
Bernardino Batista;PB;
Bernardino de Campos;SP;
Bernardo do Mearim;MA;
Bernardo Sayão;TO;
Bernardo Vieira (Serra Talhada);PE;Distrito
Bertioga;SP;
Bertolínia;PI;
Bertópolis;MG;
Beruri;AM;
Betaras (Almirante Tamandaré);PR;Povoado
Betim;MG;
Betânia;PE;
Betânia (Croatá);CE;Distrito
Betânia (Hidrolândia);CE;Distrito
Betânia (Ibiapina);CE;Distrito
Betânia (Solonópole);CE;Distrito
Betânia do Piauí;PI;
Bexiga (Rio Pardo);RS;Distrito
Bezerra (Formosa);GO;Distrito
Bezerro Branco (Cáceres);MT;Distrito
Bezerros;PE;
Bias Fortes;MG;
Bicas;MG;
Bicuíba (Raul Soares);MG;Distrito
Biguaçu;SC;
Bilac;SP;
Bilheira (Sobral);CE;Distrito
Biquinhas;MG;
Birigüi;SP;
Biritiba-Mirim;SP;
Biritinga;BA;
Biscaia (Ponta Grossa);PR;Povoado
Bitupitá (Barroquinha);CE;Distrito
Bituri (Jeceaba);MG;Distrito
Bituruna;PR;
Bixopa (Limoeiro do Norte);CE;Distrito
Bizarra (Bom Jardim);PE;Distrito
Blumenau;SC;
Boa Espera (Santanópolis);BA;Distrito
Boa Esperança;ES;
Boa Esperança;MG;
Boa Esperança;PR;
Boa Esperança (Formiga);MG;Povoado
Boa Esperança (Maracanã);PA;Distrito
Boa Esperança (Moraújo);CE;Distrito
Boa Esperança (Rio Bonito);RJ;Distrito
Boa Esperança (Rolante);RS;Distrito
Boa Esperança (Santarém);PA;Povoado
Boa Esperança (Sorriso);MT;Distrito
Boa Esperança (Tamboril);CE;Distrito
Boa Esperança do Iguaçu;PR;
Boa Esperança do Sul;SP;
Boa Família (Muriaé);MG;Distrito
Boa Fé (Santarém);PA;Povoado
Boa Hora;PI;
Boa Nova;BA;
Boa Saúde;RN;
Boa Sorte (Cantagalo);RJ;Distrito
Boa Sorte (Palmeira dos Índios);AL;Povoado
Boa Sorte (Redenção);PA;Povoado
Boa União (Alagoinhas);BA;Distrito
Boa União (Rio Branco);MT;Distrito
Boa União de Itabirinha (Itabirinha);MG;Distrito
Boa Ventura;PB;
Boa Ventura (Itaperuna);RJ;Distrito
Boa Ventura de São Roque;PR;
Boa Viagem;CE;
Boa Vista;PB;
Boa Vista;RR;
Boa Vista (Baturité);CE;Distrito
Boa Vista (Campo Largo);PR;Povoado
Boa Vista (Mombaça);CE;Distrito
Boa Vista (Palmeira dos Índios);AL;Povoado
Boa Vista (Paraipaba);CE;Distrito
Boa Vista (Pato Branco);PR;Povoado
Boa Vista (Ponta Grossa);PR;Povoado
Boa Vista (Rondonópolis);MT;Distrito
Boa Vista (Salvador do Sul);RS;Distrito
Boa Vista (Santa Cruz do Sul);RS;Distrito
Boa Vista (São Francisco de Assis);RS;Distrito
Boa Vista (São Lourenço do Sul);RS;Distrito
Boa Vista (Toledo);PR;Povoado
Boa Vista da Aparecida;PR;
Boa Vista das Missões;RS;
Boa Vista de Minas (Nova Serrana);MG;Distrito
Boa Vista de Pacarana (Espigão do Oeste);RO;Distrito
Boa Vista de Santa Maria (Unaí);MG;Distrito
Boa Vista do Buricá;RS;
Boa Vista do Cadeado;RS;
Boa Vista do Caxitoré (Irauçuba);CE;Distrito
Boa Vista do Gurupi;MA;
Boa Vista do Incra;RS;
Boa Vista do Iririteua (Curuçá);PA;Distrito
Boa Vista do Lagamar (Ibotirama);BA;Distrito
Boa Vista do Pindaré (Cajari);MA;Distrito
Boa Vista do Ramos;AM;
Boa Vista do Sul;RS;
Boa Vista do Tupim;BA;
Boa Vista dos Andradas (Álvares Florence);SP;Distrito
Boa Água (Morada Nova);CE;Distrito
Boapaba (Colatina);ES;Distrito
Boas Novas (Bezerros);PE;Distrito
Boaçu (Jequié);BA;Distrito
Boca da Mata;AL;
Boca do Acre;AM;
Boca do Córrego (Belmonte);BA;Distrito
Boca do Jari (Laranjal do Jari);AP;Distrito
Boca do Monte (Santa Maria);RS;Distrito
Bocaina;PI;
Bocaina;SP;
Bocaina (Ponta Grossa);PR;Povoado
Bocaina de Minas;MG;
Bocaiuval (Porto Esperidião);MT;Distrito
Bocaiúva;MG;
Bocaiúva do Sul;PR;
Bocajá (Douradina);MS;Distrito
Bocajá (Laguna Carapã);MS;Distrito
Bocaína do Sul;SC;
Bodocó;PE;
Bodoquena;MS;
Bodó;RN;
Bofete;SP;
Boi Preto (Chapada);RS;Distrito
Boim (Santarém);PA;Distrito
Boiteuxburgo (Major Gercino);SC;Distrito
Boituva;SP;
Bojuru (São José do Norte);RS;Distrito
Bom Conselho;PE;
Bom Despacho;MG;
Bom Fim (Jaraguari);MS;Distrito
Bom Fim do Bom Jesus (Cabreúva);SP;Distrito
Bom Jardim;MA;
Bom Jardim;PE;
Bom Jardim;RJ;
Bom Jardim (Arapiraca);AL;Povoado
Bom Jardim (Caçapava do Sul);RS;Distrito
Bom Jardim (Esperança do Sul);RS;Distrito
Bom Jardim (Maracanã);PA;Distrito
Bom Jardim da Serra;SC;
Bom Jardim das Pedras (Carmópolis de Minas);MG;Distrito
Bom Jardim de Goiás;GO;
Bom Jardim de Minas;MG;
Bom Jardim do Sul (Ivaí);PR;Distrito
Bom Jesus;GO;
Bom Jesus;PB;
Bom Jesus;PI;
Bom Jesus;RN;
Bom Jesus;RS;
Bom Jesus;SC;
Bom Jesus (Jaru);RO;Distrito
Bom Jesus da Cachoeira (Muriaé);MG;Distrito
Bom Jesus da Lapa;BA;
Bom Jesus da Penha;MG;
Bom Jesus da Serra;BA;
Bom Jesus das Selvas;MA;
Bom Jesus de Angicos (Carmo do Cajuru);MG;Distrito
Bom Jesus de Cardosos (Urucânia);MG;Distrito
Bom Jesus do Araguaia;MT;
Bom Jesus do Divino (Divino);MG;Distrito
Bom Jesus do Galho;MG;
Bom Jesus do Itabapoana;RJ;
Bom Jesus do Madeira (Fervedouro);MG;Distrito
Bom Jesus do Norte;ES;
Bom Jesus do Oeste;SC;
Bom Jesus do Prata (Frei Inocêncio);MG;Povoado
Bom Jesus do Querendo (Natividade);RJ;Distrito
Bom Jesus do Sul;PR;
Bom Jesus do Tocantins;PA;
Bom Jesus do Tocantins;TO;
Bom Jesus dos Perdões;SP;
Bom Lugar;MA;
Bom Nome (São José do Belmonte);PE;Distrito
Bom Pastor (Resplendor);MG;Distrito
Bom Plano (Vista Gaúcha);RS;Distrito
Bom Princípio;RS;
Bom Princípio (Caucaia);CE;Distrito
Bom Princípio do Piauí;PI;
Bom Progresso;RS;
Bom Progresso (Sabáudia);PR;Distrito
Bom Recreio (Passo Fundo);RS;Distrito
Bom Repouso;MG;
Bom Retiro;SC;
Bom Retiro (Cambará do Sul);RS;Distrito
Bom Retiro (Cascavel);PR;Povoado
Bom Retiro (Eldorado do Sul);RS;Distrito
Bom Retiro (Guarapuava);PR;Povoado
Bom Retiro (Muitos Capões);RS;Distrito
Bom Retiro (Pato Branco);PR;Povoado
Bom Retiro (Pinhão);PR;Distrito
Bom Retiro (Santa Bárbara do Tugúrio);MG;Distrito
Bom Retiro da Esperança (Angatuba);SP;Distrito
Bom Retiro do Sul;RS;
Bom Será (Cristal);RS;Distrito
Bom Sossego (Oliveira dos Brejinhos);BA;Distrito
Bom Sucesso;MG;
Bom Sucesso;PB;
Bom Sucesso;PR;
Bom Sucesso (Guarapuava);PR;Povoado
Bom Sucesso (Soledade);PB;Distrito
Bom Sucesso (Videira);SC;Distrito
Bom Sucesso (Várzea Grande);MT;Distrito
Bom Sucesso de Itararé;SP;
Bom Sucesso de Patos (Patos de Minas);MG;Distrito
Bom Sucesso do Sul;PR;
Bombinhas;SC;
Bonança (Ibiracatu);MG;Distrito
Bonfim;MG;
Bonfim;RR;
Bonfim (Senador Pompeu);CE;Distrito
Bonfim (Sobral);CE;Distrito
Bonfim (São José do Egito);PE;Distrito
Bonfim da Feira (Feira de Santana);BA;Distrito
Bonfim do Arari (Arari);MA;Distrito
Bonfim do Piauí;PI;
Bonfim Paulista (Ribeirão Preto);SP;Distrito
Bonfinópolis;GO;
Bonfinópolis de Minas;MG;
Bonhu (Russas);CE;Distrito
Bonifácio (Palmeira dos Índios);AL;Povoado
Boninal;BA;
Bonito;BA;
Bonito;MS;
Bonito;PA;
Bonito;PE;
Bonito (Camaquã);RS;Distrito
Bonito (Canindé);CE;Distrito
Bonito de Minas;MG;
Bonito de Santa Fé;PB;
Bonsucesso (Apiacá);ES;Distrito
Bonsucesso (Coruripe);AL;Distrito
Bonópolis;GO;
Boqueirão;PB;
Boqueirão (Boa Viagem);CE;Distrito
Boqueirão (General Câmara);RS;Distrito
Boqueirão (Japaratinga);AL;Distrito
Boqueirão (Jardim);MS;Distrito
Boqueirão (Lagoa Vermelha);RS;Distrito
Boqueirão do Leão;RS;
Boqueirão do Piauí;PI;
Boquim;SE;
Boquira;BA;
Boracéia;SP;
Borba;AM;
Borba Gato (Ferros);MG;Distrito
Borborema;PB;
Borborema;SP;
Borda da Mata;MG;
Borda do Campo (Quatro Barras);PR;Distrito
Borebi;SP;
Borges (Jaguaruana);CE;Distrito
Borman (Guaraniaçu);PR;Distrito
Bororé (Maçambará);RS;Distrito
Borrazópolis;PR;
Borussia (Osório);RS;Distrito
Borá;SP;
Bossoroca;RS;
Botafogo (Coruripe);AL;Distrito
Bote (Herval);RS;Distrito
Botelho (Santa Adélia);SP;Distrito
Botelhos;MG;
Boticão (Aguanil);MG;Distrito
Botucaraí (Candelária);RS;Distrito
Botucatu;SP;
Botumirim;MG;
Botuporã;BA;
Botuquara (Ponta Grossa);PR;Povoado
Botuquara (Riacho de Santana);BA;Distrito
Botuverá;SC;
Bourbonia (Barbosa Ferraz);PR;Distrito
Bozano;RS;
Boêmios (Nova Petrópolis);RS;Distrito
Braga;RS;
Braganey;PR;
Bragantina (Assis Chateaubriand);PR;Distrito
Bragança;PA;
Bragança Paulista;SP;
Branquinha;AL;
Brasil Novo;PA;
Brasileira;PI;
Brasilândia;MS;
Brasilândia (Araguaína);TO;Povoado
Brasilândia de Minas;MG;
Brasilândia do Sul;PR;
Brasilândia do Tocantins;TO;
Brasiléia;AC;
Brasitânia (Fernandópolis);SP;Distrito
Brasnorte;MT;
Brasília;DF;
Brasília de Minas;MG;
Brasília Legal (Aveiro);PA;Distrito
Brazabrantes;GO;
Brazópolis;MG;
Braço (Eldorado);SP;Distrito
Braço do Norte;SC;
Braço do Rio (Conceição da Barra);ES;Distrito
Braço do Trombudo;SC;
Braço Forte (Tenente Portela);RS;Distrito
Braúna;SP;
Braúnas;MG;
Brejaubinha (Governador Valadares);MG;Distrito
Brejaúba (Conceição do Mato Dentro);MG;Distrito
Brejetuba;ES;
Brejinho;PE;
Brejinho;RN;
Brejinho (Araripe);CE;Distrito
Brejinho das Ametistas (Caetité);BA;Distrito
Brejinho de Nazaré;TO;
Brejo;MA;
Brejo Alegre;SP;
Brejo Bonito (Cruzeiro da Fortaleza);MG;Distrito
Brejo da Madre de Deus;PE;
Brejo da Serra (Pilão Arcado);BA;Distrito
Brejo de Areia;MA;
Brejo de São Félix (Parnarama);MA;Distrito
Brejo do Amparo (Januária);MG;Distrito
Brejo do Cruz;PB;
Brejo do Meio (Marabá);PA;Povoado
Brejo do Piauí;PI;
Brejo dos Santos;PB;
Brejo Grande;SE;
Brejo Grande (Santana do Cariri);CE;Distrito
Brejo Grande do Araguaia;PA;
Brejo Luíza de Brito (Novo Horizonte);BA;Distrito
Brejo Mata Fome (São João das Missões);MG;Distrito
Brejo Novo (Boa Vista do Tupim);BA;Distrito
Brejo Santo;CE;
Brejolândia;BA;
Brejão;PE;
Brejões;BA;
Breu Branco;PA;
Breves;PA;
Brianorte (Nova Maringá);MT;Distrito
Britânia;GO;
Brochier;RS;
Brodowski;SP;
Brotas;SP;
Brotas (Miraíma);CE;Distrito
Brotas de Macaúbas;BA;
Brugnarotto (São José do Ouro);RS;Distrito
Brumadinho;MG;
Brumado;BA;
Brumal (Santa Bárbara);MG;Distrito
Brunópolis;SC;
Brusque;SC;
Brás Pires;MG;
Bucuituba (Boquira);BA;Distrito
Bueno (Conselheiro Pena);MG;Distrito
Bueno Brandão;MG;
Bueno de Andrada (Araraquara);SP;Distrito
Buenolândia (Goiás);GO;Distrito
Buenos Aires;PE;
Buenópolis;MG;
Buerarema;BA;
Bugre;MG;
Bugre (Balsa Nova);PR;Distrito
Bugre (Soledade);RS;Distrito
Bujari;AC;
Bujaru;PA;
Bulcão (Castro);PR;Povoado
Buracica (Teodoro Sampaio);BA;Distrito
Buranhém (Guaratinga);BA;Distrito
Burarama (Cachoeiro de Itapemirim);ES;Distrito
Buri;SP;
Buril (Crisópolis);BA;Distrito
Buris de Abrantes (Camaçari);BA;Povoado
Buritama;SP;
Buriti;MA;
Buriti (Alto Araguaia);MT;Distrito
Buriti (Guiratinga);MT;Distrito
Buriti (Santo Ângelo);RS;Distrito
Buriti Alegre;GO;
Buriti Bravo;MA;
Buriti de Goiás;GO;
Buriti do Tocantins;TO;
Buriti dos Lopes;PI;
Buriti dos Montes;PI;
Buriticupu;MA;
Buritinópolis;GO;
Buritirama;BA;
Buritirana;MA;
Buritis;MG;
Buritis;RO;
Buritizal;SP;
Buritizal (Poranga);CE;Distrito
Buritizeiro;MG;
Buritizinho (Mauriti);CE;Distrito
Butiatuva (Palmares do Sul);RS;Distrito
Butiá;RS;
Butiás (Tavares);RS;Distrito
Buíque;PE;
Bálsamo;SP;
Bálsamo (Arapiraca);AL;Povoado
Bálsamo (Ribas do Rio Pardo);MS;Distrito
Caapiranga;AM;
Caaporã;PB;
Caarapó;MS;
Caatiba;BA;
Caatinga (João Pinheiro);MG;Distrito
Cabaceiras;PB;
Cabaceiras do Paraguaçu;BA;
Cabanas (Cachoeirinha);PE;Distrito
Cabeceira do Jibóia (Vitória da Conquista);BA;Distrito
Cabeceira Grande;MG;
Cabeceiras;GO;
Cabeceiras do Piauí;PI;
Cabedelo;PB;
Cabixi;RO;
Cabo de Santo Agostinho;PE;
Cabo Frio;RJ;
Cabo Verde;MG;
Cabreiro (Aracati);CE;Distrito
Cabreúva;SP;
Cabrito (Paranavaí);PR;Povoado
Cabrobó;PE;
Cabrália (Piatã);BA;Distrito
Cabrália Paulista;SP;
Caburu (São João Del Rei);MG;Distrito
Cabôto (Candeias);BA;Distrito
Cacatu (Antonina);PR;Distrito
Cacau Pirêra (Iranduba);AM;Distrito
Cacaulândia;RO;
Cacequi;RS;
Cacha Pregos (Vera Cruz);BA;Distrito
Cachoeira;BA;
Cachoeira (Cascavel);PR;Povoado
Cachoeira (Guarabira);PB;Distrito
Cachoeira (Itatira);CE;Distrito
Cachoeira (Maranguape);CE;Distrito
Cachoeira (Paranaíba);MS;Distrito
Cachoeira Alegre (Barão de Monte Alto);MG;Distrito
Cachoeira Alta;GO;
Cachoeira da Prata;MG;
Cachoeira de Cima (Antonina);PR;Distrito
Cachoeira de Emas (Pirassununga);SP;Distrito
Cachoeira de Fora (Arneiroz);CE;Distrito
Cachoeira de Fátima (Praia Grande);SC;Distrito
Cachoeira de Goiás;GO;
Cachoeira de Minas;MG;
Cachoeira de Pajeú;MG;
Cachoeira de Santa Cruz (Viçosa);MG;Distrito
Cachoeira de São José (São José dos Pinhais);PR;Distrito
Cachoeira do Aranã (Frei Gaspar);MG;Distrito
Cachoeira do Arari;PA;
Cachoeira do Brumado (Mariana);MG;Distrito
Cachoeira do Campo (Ouro Preto);MG;Distrito
Cachoeira do Espírito Santo (Ribeirão Claro);PR;Distrito
Cachoeira do Manteiga (Buritizeiro);MG;Distrito
Cachoeira do Mato (Teixeira de Freitas);BA;Distrito
Cachoeira do Pinto (Bom Conselho);PE;Povoado
Cachoeira do Piriá;PA;
Cachoeira do Roberto (Afrânio);PE;Distrito
Cachoeira do Sul;RS;
Cachoeira dos Antunes (Rio Manso);MG;Distrito
Cachoeira dos Índios;PB;
Cachoeira Dourada;GO;
Cachoeira Dourada;MG;
Cachoeira Grande;MA;
Cachoeira Grande (Poranga);CE;Distrito
Cachoeira Paulista;SP;
Cachoeira Seca (Caruaru);PE;Povoado
Cachoeiras de Macacu;RJ;
Cachoeirinha;PE;
Cachoeirinha;RS;
Cachoeirinha;TO;
Cachoeirinha (Córrego Danta);MG;Distrito
Cachoeirinha (Ibiara);PB;Distrito
Cachoeirinha (Pato Branco);PR;Povoado
Cachoeirinha de Itaúna (Barra de São Francisco);ES;Distrito
Cachoeiro de Itapemirim;ES;
Cachoeiros (Macaé);RJ;Distrito
Cacimba de Areia;PB;
Cacimba de Dentro;PB;
Cacimba Nova (Madalena);CE;Distrito
Cacimbas;PB;
Cacimbas (Cariré);CE;Distrito
Cacimbinhas;AL;
Cacique Doble;RS;
Cacoal;RO;
Caconde;SP;
Caculé;BA;
Cadeadinho (Irati);PR;Distrito
Cadorna (Nova Alvorada);RS;Distrito
Caetano Lopes (Jeceaba);MG;Distrito
Caetano Mendes (Tibagi);PR;Distrito
Caetanos;BA;
Caetanópolis;MG;
Caetité;BA;
Caeté;MG;
Caeté (Juiz de Fora);MG;Povoado
Caeté-Açu (Palmeiras);BA;Distrito
Caetés;PE;
Cafarnaum;BA;
Cafeara;PR;
Cafeeiros (Cruzeiro do Oeste);PR;Distrito
Cafelândia;PR;
Cafelândia;SP;
Cafemirim (Tarumirim);MG;Distrito
Cafesópolis (Cafelândia);SP;Distrito
Cafezal (Magalhães Barata);PA;Distrito
Cafezal do Sul;PR;
Café (Alegre);ES;Distrito
Caiabu;SP;
Caiambé (Tefé);AM;Distrito
Caiana;MG;
Caiapó (Pirapetinga);MG;Distrito
Caiapônia;GO;
Caibaté;RS;
Caibi;SC;
Caibura (Santos);SP;Povoado
Caicó;RN;
Caieiras;SP;
Caimbé (Euclides da Cunha);BA;Distrito
Caio Prado (Itapiúna);CE;Distrito
Caioca (Sobral);CE;Distrito
Caipu (Cariús);CE;Distrito
Cairari (Moju);PA;Distrito
Cairu;BA;
Caite (Santo Antônio do Leverger);MT;Distrito
Caitá (São Mateus do Sul);PR;Distrito
Caiubi (Itapebi);BA;Distrito
Caiuá;SP;
Caiva (Campo Largo);PR;Povoado
Caiçara;PB;
Caiçara;RS;
Caiçara (Canindé);CE;Distrito
Caiçara (Cruz);CE;Distrito
Caiçara (Faina);GO;Distrito
Caiçara (Vitória da Conquista);BA;Povoado
Caiçara do Norte;RN;
Caiçara do Rio do Vento;RN;
Caiçarinha (Choró);CE;Distrito
Caiçarinha da Penha (Serra Talhada);PE;Distrito
Cajamar;SP;
Cajapió;MA;
Cajarana (Arapiraca);AL;Povoado
Cajari;MA;
Cajati;SP;
Cajazeiras;PB;
Cajazeiras (Bezerros);PE;Povoado
Cajazeiras (Madalena);CE;Distrito
Cajazeiras do Piauí;PI;
Cajazeirinhas;PB;
Cajobi;SP;
Caju (São Miguel do Guamá);PA;Distrito
Cajueiro;AL;
Cajueiro (Barreira);CE;Distrito
Cajueiro da Praia;PI;
Cajuri;MG;
Cajuru;SP;
Cajuí (Sento Sé);BA;Distrito
Calabaça (Várzea Alegre);CE;Distrito
Calama (Porto Velho);RO;Distrito
Calcilândia (Goiás);GO;Distrito
Caldas;MG;
Caldas (Barbalha);CE;Distrito
Caldas Brandão;PB;
